Patient_ID,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
Subject12_1,0.3726069672644668,0.3748090723159296,0.4638688252402155,0.33672170610752084,0.3362722053669917,0.333005914186491,0.41593848024541485,0.20954139339959632,0.44868817944966105,0.42136979693614285,0.3605627294456293,0.35351209646277365,0.23860517749168056,0.3427353386754104,0.1638282613378364,0.21395527983531476,0.4188646869258317,0.4810914369511647,0.3202423189894747,0.2673187374596811,0.4335356439922719
Subject13_1,0.38043907179245795,0.42786680796933796,0.387795368034122,0.4288224142703702,0.46926907552864155,0.3902148405881438,0.4288811886528767,0.4016262235847262,0.4878541803421558,0.43923976618686084,0.37989208720544676,0.3478954094681939,0.4563654980300886,0.4340165935880435,0.4422301274513114,0.43855968211990626,0.4761043465560853,0.49080822193537293,0.4684691858091216,0.3811081712311871,0.4486939577321253
Subject14_1,0.2685700138190243,0.35200551998015905,0.35550589351777817,0.32880768942927624,0.3988302683865696,0.38660911386240226,0.3298597762076246,0.28938770941191155,0.34513612910515024,0.36838346881789125,0.40393682520017354,0.20648483914247404,0.2269163056844248,0.20641515701752763,0.11539014126597251,0.1435651136680162,0.44380661089247486,0.41525058869548276,0.1682392997054759,0.18779585458618506,0.33624840328865685
Subject15_1,0.29206026680245645,0.3101332773340966,0.3193791189777302,0.32976707856252035,0.3663475547083821,0.30502557854698703,0.2940215911689873,0.3417284677043414,0.2648830524009499,0.29068693616300595,0.27487708392832716,0.1581074418775155,0.15260062854791753,0.12469130940446391,0.08512617583528308,0.08493735015791262,0.31830673307050505,0.23304102682099506,0.12721047429991056,0.3585890692767706,0.2712988167676711
Subject16_1,0.452426194650297,0.466924135184153,0.4080628884377604,0.4167829006888672,0.41808277404652117,0.39922810865173813,0.2946794023825414,0.3932885535491567,0.34967315419227635,0.36342003521724114,0.2952164907721824,0.3066177091840286,0.28127832775011635,0.29643496735139563,0.20983066863809954,0.25416637890943433,0.4224552577779244,0.3815556186835304,0.2900795649132753,0.4237033947180125,0.4644810122651444
Subject17_1,0.3205050406641245,0.235114698292549,0.3460272602590222,0.3747741752608171,0.3111842856983202,0.34569896176284576,0.34208833783438797,0.39176740615172867,0.39888381250119226,0.4370617067515567,0.30943741383977225,0.5690491438067559,0.2928092498968949,0.2979448131063987,0.26268682572297425,0.2486454586753013,0.40291538632141255,0.4471170004518437,0.2999055621401003,0.23612830731621554,0.4438025819859295
Subject18_1,0.32270941803092945,0.2993420190794577,0.3847224243448897,0.3060264823022684,0.3444299265647097,0.34052161820707355,0.3639961801266611,0.3386275625870139,0.38550822459117895,0.3833560558276944,0.32044367281020686,0.25118569376322325,0.3409582038807699,0.30539874507235204,0.22636231216833647,0.21155610730452787,0.34130433691898787,0.4072910085065883,0.36093409327278875,0.32129356158220856,0.44093906957916856
Subject19_1,0.1720064864140687,0.14489289773647934,0.16514081333671443,0.17620825656399516,0.17426684654442998,0.1416186159985501,0.16293759743593972,0.2418387257244046,0.13286574549784644,0.12951179895414405,0.15516014290107055,0.09382654320892263,0.07654361658441902,0.07788721855841339,0.051571224277489926,0.06840592518409266,0.19687842853878723,0.1563684236719855,0.07432912879785417,0.15155591432389234,0.3341780830261008
Subject20_1,0.27515265045010967,0.24944989129651404,0.20569054930195727,0.1742192616683319,0.19584227981616087,0.21202278183529,0.5567527495583845,0.2546314418380028,0.19831643695468806,0.3051308890074628,0.1814397707296131,0.20064321329049517,0.19493171914235866,0.18047739170531363,0.14233923143868982,0.1361197945009775,0.2891889924261541,0.29102122285629184,0.18160205918656955,0.25833706528270334,0.21013442237891342
Subject21_1,0.4455791833202011,0.3863628985065275,0.3317552170935099,0.38893633724934634,0.3573841546834085,0.32683344309791096,0.3266153204612993,0.40252564325775103,0.3591299217893516,0.39621284608817176,0.2942520752104562,0.23857689671319499,0.27824187481228174,0.29209228383943714,0.1816820225814378,0.1864600993410166,0.3470298532676737,0.36283289959855536,0.27334604098416676,0.3086915278230078,0.39426007119918477
Subject22_1,0.13243156065365505,0.15454205885669464,0.1670125121994552,0.1738740862917554,0.17287990123593389,0.10991985764325699,0.13060123934265358,0.4070035888629249,0.13699779846051977,0.20905439411922508,0.12238022923936637,0.2999767184799286,0.08543752554068232,0.0953517780748928,0.0508563168901309,0.06941071887726732,0.1956429025473759,0.14986576177145536,0.09025642982999345,0.19615893045052368,0.23437484182739823
Subject23_1,0.26967286177378286,0.2701527100288055,0.2762833905678789,0.2765821157556167,0.16421945875055038,0.27369777638948883,0.19027836701104886,0.2466079014200321,0.2709783693097115,0.29558165705617695,0.18134385797848598,0.22550947240207453,0.24784533985117632,0.2645054304031138,0.15144577267495482,0.18302461755443508,0.2776716400237872,0.30549866532078673,0.32680905629814827,0.24342199673394435,0.25569856718656203
Subject24_1,0.26989442682212467,0.2956294821811383,0.24779624449429946,0.31966470236390065,0.2928113210311942,0.33718733036371795,0.32872236877911964,0.36273336449746263,0.3094283938404009,0.3111969508624836,0.2986201881848,0.18834134984073525,0.1924013061995269,0.12363908854092057,0.11682095805516966,0.07501000327049694,0.28707070018377123,0.3195181487550786,0.14071864351703334,0.3406087805933185,0.43329881305603046
Subject25_1,0.4323207314750746,0.4548303269606122,0.3356586426540721,0.33895086624192167,0.3542582419147592,0.3686191359488273,0.20687449383813242,0.29990494043334387,0.22148486686428537,0.2993962162173233,0.20766424379245876,0.256456305992636,0.14493500144971316,0.16013343712637257,0.19694678358156822,0.18763751163222644,0.3417090988520768,0.28206504738531274,0.16270779875108082,0.3868600004089246,0.2038790465368178
Subject26_1,0.3954541814879978,0.37254739627480754,0.4049848316414655,0.4132428640998622,0.4406704920047451,0.3836211661327163,0.34451875313821934,0.38425429265694944,0.3837276671416222,0.43193312594061267,0.32319019785417835,0.3267206789154943,0.2103117073215139,0.23703291783495412,0.14937891814283982,0.15420224337139193,0.42908333517270353,0.3831643850572942,0.24123082148068012,0.42126581846072897,0.35917995753892
Subject27_1,0.40983504858212205,0.32457582579897704,0.4034982382168743,0.3506322447909221,0.37060655238185775,0.2206994947971279,0.3178961403183666,0.21383202045824007,0.3072870871049392,0.27200698316809013,0.2728317236110971,0.15552776030315021,0.2512337637333849,0.18288359594378742,0.14296534563724797,0.1287168264668072,0.40972295189059627,0.28514858704601787,0.22014235656693865,0.3295072095239215,0.3944659629644004
Subject28_1,0.32768054475951586,0.2970723162383601,0.33314931669917086,0.30299999253129967,0.32115201231891616,0.42518248617240045,0.23274268759591643,0.2825818739503481,0.27634143934293287,0.2824061190120753,0.158612129550675,0.27881531396490133,0.20519924204494897,0.2268134896581228,0.16314306524585326,0.17860795626625478,0.3530021126433579,0.27068464533153835,0.21515874026307233,0.32444255653214654,0.41345913725728484
Subject29_1,0.17944141415861728,0.17157370004439787,0.16337100715340752,0.1700618255371661,0.1861322909108528,0.1884277492037744,0.4709219501809564,0.1836852471559104,0.17052693506390895,0.17667674264274372,0.17902944178305316,0.09915684724869044,0.121810614407063,0.13603310385300044,0.06719885351042922,0.0580756826275031,0.17030260236899414,0.17399331787995204,0.10858521579386296,0.23854901285072336,0.3348471593602619
Subject30_1,0.20143451893245426,0.20035635530533172,0.2295514545386831,0.20231538113741937,0.20261943456202267,0.24923392518097598,0.22838989317062006,0.26657395994390476,0.2115613113148655,0.2877333391793563,0.18284569150856855,0.13542647302996783,0.16601679101857417,0.13920099398749003,0.12505964352632812,0.1318342367801254,0.2669360591382252,0.2027056415820949,0.1603761663059736,0.20940338778570217,0.3289599922040406
Subject31_1,0.28460919284761327,0.3271003762760018,0.29152443793722543,0.31811029046301226,0.2974009698106823,0.31179295095355203,0.2792784104732408,0.3105139167348854,0.2846484642739854,0.3256605631512186,0.2997153646183934,0.2775080707547797,0.24231561493435702,0.24243104877719335,0.1716550089657221,0.15510534990827549,0.30458020899710364,0.2962435284275684,0.2589535511568314,0.2907291958669823,0.5118891757946715
Subject32_1,0.2792700696440441,0.44209679696205145,0.35207555931096685,0.3549913618022847,0.37287134983416953,0.4235481788669328,0.298213529817417,0.28154489728448445,0.31283518349236383,0.3212195123696874,0.24597656703371099,0.2082210878572264,0.258392107552567,0.25894127479965895,0.19802114447723673,0.2306106267573624,0.35539435915749307,0.33563003192465607,0.2899912768320127,0.2974873044047992,0.2295841827261263
Subject33_1,0.3802641216249365,0.3675742981015585,0.365689798444335,0.3579116401565852,0.48122573399080193,0.30819733164223173,0.3179746855724257,0.3256385272360756,0.2820886018465472,0.2943845821871196,0.26411753535230287,0.14307811221422578,0.131856299790773,0.12898699592708526,0.08473528564188344,0.10823249353442585,0.34700695123962433,0.3112006603376436,0.13476110518729836,0.5099810748476415,0.1418483595435075
Subject34_1,0.24594950817663733,0.252019952738684,0.31146107439847764,0.24237878140044994,0.2655729446947174,0.2609749193986851,0.1985216597070641,0.23132286086857964,0.2547587981214762,0.2155946807349872,0.21677069191294437,0.32387396884721065,0.16564748666151363,0.1871289089299767,0.11696132844275214,0.14657065921406312,0.25169198535321374,0.2644604633864339,0.19538844125838684,0.24123988042278222,0.41540746062492806
Subject35_1,0.38540609906657103,0.3403096011567403,0.40885305449083126,0.40943462224153,0.3971866418894245,0.3241628324914479,0.31193950746204224,0.3852318457719005,0.40007336412062955,0.44242703551347856,0.3143673950629517,0.30731080254134086,0.3090026287490684,0.31313437881421924,0.17311242724955875,0.21038811387348438,0.38876087676479115,0.46239791569361016,0.2998072031303854,0.3272082382599008,0.17057424834301982
