Patient_ID,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
Subject10_2,0.39719032101379664,0.4489797733336938,0.4858446805527106,0.4687920058370354,0.4174121155676795,0.45606142653806697,0.24793955574797819,0.2796069981073063,0.2784973409447658,0.2975571148936589,0.23220161330388325,0.19214499957920184,0.11760615728375527,0.12382758114078347,0.06657623321755597,0.06447190933682802,0.5401166208192167,0.365039186976784,0.10921138177339618,0.2937307087458635,0.33087292978486765
Subject11_2,0.32256984445852604,0.28035278733236,0.3424605775896843,0.4163371015046233,0.40778263957079414,0.33197033622187205,0.37325332128708366,0.37946828047780357,0.3256175288235365,0.3323253159456285,0.33649136921530853,0.3709305795288596,0.400271696678886,0.37251771783287235,0.33211155362284916,0.2681934180534737,0.46671550636282944,0.41209972987419163,0.3886938031900722,0.21347257975552092,0.3011544855726283
Subject12_2,0.2351129185143615,0.26549154091806676,0.3496899682293907,0.34439879952449015,0.21446520362096458,0.26776415751116034,0.24751146783674202,0.35169395817352966,0.277496117170284,0.26625668537853014,0.17609618689522552,0.12336395246284092,0.14279228372150862,0.13688435845775862,0.06297245112674198,0.0873702087625653,0.3262329846764968,0.3128025082493807,0.12181818185030223,0.15317276825301535,0.40374166637540077
Subject13_2,0.5824321706498834,0.578678449961357,0.5790448387457587,0.5700511116775112,0.5300927561339119,0.5371820876709598,0.5261536900427056,0.507326726792295,0.5727750955734296,0.5316833055420473,0.4453522394235586,0.4844159662023045,0.5107655607639967,0.4918676844545911,0.5389081214142786,0.4447863238645743,0.6000790160925754,0.560678397922986,0.5164461102657032,0.45516944735066694,0.34518010687132
Subject14_2,0.4619473344035358,0.5168709943559883,0.5233671882977842,0.5084093979187517,0.6051675799037824,0.4975930460068712,0.4210203045376763,0.3838731937614045,0.4461432142050127,0.47738333927986665,0.34087143524313357,0.25114031803044007,0.28302136575160014,0.3207183644684913,0.17810018130195782,0.18695429371887862,0.5975879396832195,0.5055339547373675,0.35572408782647047,0.4028005334979258,0.2544230667622811
Subject15_2,0.28371168067332364,0.3403297812938595,0.2958312835338799,0.34576683317604345,0.43426936737669625,0.3089211364515827,0.29072642208033567,0.3376138360101189,0.3246349693650878,0.3109953874083903,0.29034350633829,0.2001112572099631,0.19535169454590734,0.11732522998673818,0.09675640846719497,0.09842107293721936,0.33610971432117254,0.3249786883185742,0.1344210345080415,0.276078939285859,0.2674760006729971
Subject16_2,0.3972498064600082,0.3682542633464234,0.44912050068860604,0.4103731871798351,0.356341563668994,0.3819555132241358,0.32012088161699487,0.393288493251192,0.4381188944991117,0.3856455303099994,0.37575943030696857,0.2759992390291336,0.36836282459788966,0.35117483768189406,0.32009198582545234,0.3526636072525075,0.48859002191644524,0.42973087926712206,0.34875087705528957,0.4616776154140699,0.42392423233807225
Subject17_2,0.4606667100689893,0.38067142030577805,0.40205467354041985,0.39671439434493966,0.3863925041667396,0.42981285276344827,0.3724414951256032,0.34796154945789554,0.4473427915151694,0.5053615876225069,0.336869535217139,0.5507991424264229,0.335116267384441,0.27960326704200855,0.23613573672720797,0.23620108548171243,0.4229537939077472,0.479650592420256,0.42957495905262977,0.23173044166318654,0.46140987487676605
Subject18_2,0.2614047292738746,0.25258630503007423,0.3205612157940659,0.2987419433343225,0.2907659950314513,0.2750412384043095,0.3709040245058644,0.32890353234792385,0.29770982945226976,0.4050888647213341,0.32883234829186264,0.22816935673410477,0.35883260949691326,0.32659006323815454,0.3447698261031615,0.2316099205423639,0.2533185516191243,0.4316128119261512,0.3787290300683842,0.2562938152080521,0.39596450970909663
Subject19_2,0.23373746865200537,0.20713793848023743,0.329499221457567,0.3077631309664,0.3295772784422022,0.24581892358115506,0.28248840002956105,0.15153508179108494,0.3202767336256885,0.3054652937200819,0.2417719880783656,0.17137506490220372,0.312061192097741,0.258375805421365,0.1712823791167818,0.1924031588412696,0.3381964198059771,0.30947355990193853,0.3301205093419925,0.160818327405311,0.30177859356738224
Subject20_2,0.3678808319207918,0.46364324522285005,0.2630373657338198,0.3054781416443079,0.3470440630836238,0.3753260755949919,0.6320948726603398,0.34330578959042946,0.382122512215631,0.3941918272326706,0.30351212715566556,0.27706088207660695,0.27002532258312467,0.3242320726655902,0.25118974977697645,0.27585381117296637,0.2775406116841975,0.4185189950710707,0.2726470783176155,0.3854795800969986,0.3565389895327058
Subject21_2,0.36488192890884813,0.43016978297290565,0.2822699812335889,0.26802826361254695,0.5165260282135017,0.31966770005420897,0.21394842932217484,0.3577943019334146,0.26858227119747724,0.38835895632065864,0.2684602220639608,0.246265742445695,0.2505313686640164,0.23832051249231306,0.1658576888859993,0.2380096525811822,0.35977355123496113,0.31152926615324167,0.31111344718079886,0.3469931103153891,0.3277723254493429
Subject22_2,0.354136012790557,0.32289873508241435,0.32604416483178145,0.3452073000465258,0.32590654808489666,0.32200429647812,0.26634492375652946,0.3438280736199392,0.2579960947758206,0.3113031895516272,0.2446191007835732,0.2642415965557935,0.25603483461848625,0.20787719942290173,0.1563820705803759,0.2103681078270107,0.35437393285413815,0.28340051254538284,0.22310963212771923,0.2262445958312438,0.1793169380670743
Subject23_2,0.37473228237879097,0.3996577763916712,0.31871264338348104,0.28793151520122645,0.264300963369014,0.30347797094629647,0.2506173299613498,0.22398972599010708,0.2668662218767394,0.2793529730048097,0.20126704957181016,0.15049683395340102,0.22090047618864783,0.21012011061610184,0.10285678019236336,0.10779468420777688,0.29438164473571654,0.28854124156061095,0.26328523557800454,0.2461413448893782,0.23875658482450016
Subject24_2,0.3491944161107071,0.3137666558638021,0.3341038322876908,0.3961186691133319,0.34522727154454863,0.40248142485468,0.29081290885101485,0.3871084005287374,0.3483328948408112,0.3575283481141348,0.19852902234059094,0.2647041757546177,0.16385262881807383,0.12872092686959324,0.09717503296693626,0.07134787857250303,0.39585823247601204,0.3641235084509087,0.14027231653261246,0.24433946570379722,0.4356117353364103
Subject25_2,0.5437337723747541,0.5846567822609893,0.3189764003040527,0.322952781949729,0.40030806194368135,0.4066747223362157,0.1864824091756184,0.21737913162051034,0.18538364958320006,0.2369269426049061,0.17479852195243895,0.17482358435280532,0.08143320710491526,0.0981340676211016,0.11963973459014127,0.14598843031159983,0.3226721624141928,0.2007704731027947,0.09947826326164927,0.3362595566989543,0.1841919592367563
Subject26_2,0.43346615212884665,0.4472629589409496,0.4855606336752009,0.41219899467560867,0.49478356551481034,0.4061192755091319,0.5129151059691633,0.46559291584197215,0.53348361075024,0.5621308290790525,0.4152615092553928,0.29566800657828485,0.3382247648072997,0.3022462227964311,0.1735282503421032,0.1480396313409515,0.4577969720760266,0.49613033483462526,0.3313471744567756,0.37885989362053435,0.27421570309251697
Subject27_2,0.5704573991270073,0.5002113719650331,0.6728939875603092,0.6142622735379398,0.4653185614167957,0.3683138758023728,0.41425177344912073,0.32270927288142043,0.5439467532610557,0.5369655631630724,0.39940568233094464,0.3610318898183953,0.461388145776758,0.442917380281957,0.3218328439568176,0.28657553842610595,0.7216832557100956,0.5599207812613914,0.47668055627278194,0.4253363458854983,0.38020751618791826
Subject28_2,0.2651776410449135,0.22398446731476912,0.3378238698519005,0.35221804467343626,0.21336235780118956,0.4396691837740371,0.22396588593013345,0.23656791656503517,0.2548176542994645,0.26204985955640386,0.19565358925937623,0.2352964744132064,0.22708280827320204,0.24145872140342356,0.1838768527418703,0.17010776813428977,0.36152203469013133,0.2795864024085818,0.24506183028567896,0.2614737364328779,0.35025527417868635
Subject29_2,0.1669820091539415,0.15853882712936318,0.1724943351729082,0.16361012024416913,0.19863290102670603,0.17078368078218384,0.4713996482815611,0.15926136636832525,0.16501786100014018,0.15528112510474157,0.1638177135627622,0.08745513404442436,0.09291386261504829,0.10179484659639708,0.04515661769535727,0.03868040491489608,0.16914612499288537,0.15858776115179785,0.07337792449437151,0.25798985575428673,0.2960025739773417
Subject30_2,0.4232971662972575,0.40561380245936457,0.343116576744514,0.37068005415931693,0.3781919017676047,0.37824507446313227,0.2520183894630023,0.24970737982046115,0.22598312750913083,0.32422688760754087,0.20098272896906513,0.1279765486600426,0.22507545934442305,0.16234564323325346,0.13303823255485334,0.1400760599778355,0.40052355744356427,0.22452938926213695,0.17162607398684024,0.2173820711119632,0.31985706414101167
Subject31_2,0.4203754779890175,0.3348912448032199,0.2979324817164631,0.31282513087338554,0.29225717610143204,0.3213014327879784,0.24946553205993724,0.25260349062431436,0.2845082878613925,0.3148077270742614,0.28093905521649676,0.2481975987706939,0.27512643722813784,0.2584497301949849,0.17350676326152137,0.15072317327570267,0.33182347624714337,0.29342732204025307,0.2846060137862817,0.2467379910387449,0.5084852333264622
Subject32_2,0.2904588753718786,0.4685982879730006,0.3158851301445508,0.31898498604745346,0.2908881451944481,0.33993438411433685,0.2450512067416601,0.27296453619891564,0.2954247248184704,0.31347863666859216,0.2211391718670225,0.15498936882719194,0.22790291155404765,0.24257670696245007,0.17775492863336212,0.1734455636866286,0.330357769997107,0.35883660546077284,0.26232427730183866,0.24028814523101036,0.21200066552431865
Subject33_2,0.5301955856676975,0.44400958831434223,0.5146248815182384,0.4826904042429746,0.4365972524174414,0.4600979190525321,0.40757575992150363,0.3175946822536512,0.4299672242651825,0.389176667620789,0.3883429852917996,0.22930843195036582,0.3584866768821299,0.2848405047361693,0.2558570851984669,0.23123668029979652,0.49472569065972827,0.4616177821614749,0.3362166062192961,0.5522911580244487,0.13743319155180406
Subject34_2,0.3086324970480395,0.2851538068252875,0.38075104054989184,0.2982781234915625,0.23569920714484963,0.37577737899075475,0.1730494834890975,0.20849261929793617,0.2884301878653587,0.17776122117238838,0.30573000765647884,0.28398578479720954,0.19412756173942497,0.20713347651423172,0.15784688372468605,0.14163361654011603,0.32313680699166003,0.31346900636439207,0.22295846794078625,0.21415043607687578,0.367147333677459
Subject35_2,0.45370204016878873,0.52502054830282,0.4909327155832188,0.5316949516930661,0.3932211487776177,0.4099272332030324,0.4072956709966673,0.3795298317729354,0.4735887649135222,0.48518803672844074,0.3744852411883671,0.34674942676460024,0.4212354151073148,0.4063534218153468,0.3492532910339657,0.36590514711934075,0.6000889821382562,0.5235571282544872,0.4312947140981711,0.3168201674286507,0.4528215546477363
